,area,circumferfence,short dia,long dia,png_name,Count,aspect,labels
65,296.21446504823194,123.13717662052639,17.52811336517334,21.54958438873291,reshape-2n1097,2,0.18661478342302396,2
66,274.51930606526724,118.67727338746924,20.95778687795003,16.672744274139404,reshape-2n1098,6,-0.2570088362991945,2
67,340.2068875085174,134.7509828502877,17.214035034179688,25.253284454345703,reshape-2n1099,2,0.31834470619850735,2
68,305.21761297500086,125.87230237442358,17.017454147338867,22.83626747131348,reshape-2n109,1,0.25480579658142927,2
69,197.78014567626164,100.17543996014003,17.460408846537273,14.332760492960611,reshape-2n10,3,-0.2182167458329311,2
70,319.9719416900086,131.00503524295178,16.366891860961914,24.89177131652832,reshape-2n1100,1,0.34247781514471104,2
71,316.5353607051279,129.60066884956086,16.56493091583252,24.30393409729004,reshape-2n1101,2,0.31842594497161847,2
72,400.1785351658143,143.68745369293168,19.866698265075684,25.67342185974121,reshape-2n1102,2,0.22617645697518482,2
73,381.53473969255265,141.5409928210804,18.565444946289062,26.165000915527344,reshape-2n1103,2,0.290447380215011,2
74,405.6981334510366,145.42550045560398,19.37785053253174,26.617329597473145,reshape-2n1104,2,0.27198367283353136,2
75,423.9008000783297,148.0768017171312,20.224109649658203,26.687318801879883,reshape-2n1105,1,0.24218278352362638,2
76,353.7860230885654,135.85787357218862,18.11131191253662,24.858959197998047,reshape-2n1106,2,0.2714372404619752,2
77,221.22877547192607,104.39824135138173,18.596155802408852,14.49294662475586,reshape-2n1107,3,-0.28311766294951857,2
78,287.25560288657715,125.2642499896145,23.98148536682129,15.332421938578287,reshape-2n1108,3,-0.5641028836077671,2
79,379.1377965645003,139.7425013015661,19.32387065887451,24.97637367248535,reshape-2n1109,2,0.22631399929116972,2
80,292.7776676369448,122.69311924368984,17.069684982299805,21.83848762512207,reshape-2n110,1,0.21836689081603056,2
81,359.61218951604377,136.07660223363132,24.229010899861652,18.898218790690105,reshape-2n1110,3,-0.2820790767750913,2
82,212.1924291677417,106.04752848817137,13.60335111618042,19.858642578125,reshape-2n111,2,0.3149908880899546,2
83,270.6920697171633,117.37652920765181,16.856839179992676,20.419694900512695,reshape-2n112,2,0.17448133960270698,2
84,244.6797838075986,111.5338247764562,16.282654762268066,19.15230369567871,reshape-2n113,2,0.1498330947027598,2
85,291.61478165596736,122.2419475824247,17.299829483032227,21.486916542053223,reshape-2n114,2,0.19486681817869114,2
86,226.4627393797607,105.71294019555488,18.637640635172527,14.862101395924887,reshape-2n115,6,-0.2540380487703357,2
87,174.8038295527641,92.23897010768758,15.09682846069336,14.25341796875,reshape-2n116,3,-0.05917250822171217,2
88,224.29662033411097,107.46010824093125,14.379329204559326,19.618884086608887,reshape-2n117,2,0.2670669166971573,2
89,238.26606324865327,110.15602704945191,15.641610622406006,19.322884559631348,reshape-2n118,2,0.19051368473815355,2
90,261.3871801556008,115.83591391128995,20.79778989156087,15.896402359008789,reshape-2n119,3,-0.30833313235647775,2
91,184.58448360422685,95.74551332781353,16.390994707743328,14.033302625020346,reshape-2n11,3,-0.1680069293538494,2
92,355.169447737122,135.42033343535283,18.644817352294922,24.268715858459473,reshape-2n120,2,0.2317344905665538,2
93,305.87613612362753,124.16656137071377,18.79695129394531,20.70198154449463,reshape-2n121,2,0.0920216379506885,2
94,270.503421240508,118.17039072628044,21.673177083333332,15.700241088867188,reshape-2n122,3,-0.3804359411207683,2
95,295.66677289489536,123.49120535023889,17.01133918762207,22.12962913513184,reshape-2n123,1,0.23128674756615059,2
96,258.32202578912154,114.67403147295684,16.520706176757812,19.897664070129395,reshape-2n124,2,0.16971629842927696,2
97,219.1945038518058,105.67018617489629,15.198720932006836,18.36253929138184,reshape-2n125,1,0.17229743169888767,2
98,308.66197419491385,124.85320911750932,18.728792190551758,20.980876922607422,reshape-2n126,2,0.10733987622933845,2
99,151.5152204133929,85.111560466877,14.04841423034668,13.032069778442382,reshape-2n127,5,-0.07798795350110323,2
100,226.2056665960534,106.95861754636181,15.763541221618652,18.237414360046387,reshape-2n128,2,0.13564823881215154,2
101,210.56145693576735,103.2732308569486,14.746963024139404,18.039326667785645,reshape-2n129,2,0.1825103400076286,2
102,268.44400509774505,116.09062783634148,20.514009475708008,16.288338979085285,reshape-2n12,3,-0.25942918440294066,2
103,278.6022025782032,118.58852009070183,17.861255645751953,19.860157012939453,reshape-2n130,1,0.10064881994060568,2
104,294.16980796881177,121.70757715759416,18.7002010345459,20.02912330627441,reshape-2n131,1,0.06634949774922042,2
105,244.77009238945783,111.92664130040663,15.991653442382812,19.505247116088867,reshape-2n132,2,0.18013581949484114,2
106,277.6319368440208,118.97291430361004,17.056819915771484,20.7243766784668,reshape-2n133,1,0.1769682543217818,2
107,288.4285098576604,120.6657026711029,18.165964126586918,20.215749740600582,reshape-2n134,1,0.1013954782936865,2
108,243.88340708443008,111.10049106546319,16.0301456451416,19.25934600830078,reshape-2n135,2,0.1676692636275081,2
109,315.6265179198807,129.51694797004942,16.51073455810547,24.33981132507324,reshape-2n136,1,0.32165724961486375,2
110,237.09822443790347,109.51525191652975,16.3082275390625,18.50050163269043,reshape-2n137,2,0.11849808924933021,2
111,217.6355156841567,104.96866939301765,15.046431541442871,18.28523826599121,reshape-2n138,2,0.17712685377319964,2
112,200.1374764132875,98.01969855898109,17.22342363993327,13.886795043945312,reshape-2n139,3,-0.24027348178100588,2
113,217.0191820992238,104.69241484954463,17.94267249107361,15.318592071533203,reshape-2n13,4,-0.17130036541783614,2
114,271.5519471260274,118.4657708832387,16.221433639526367,21.314434051513672,reshape-2n140,1,0.23894607755844302,2
115,243.88202189121978,111.38087755862857,16.083572387695312,19.290902137756348,reshape-2n141,2,0.16626126280448114,2
116,243.50546010807906,111.16271272916448,19.23232650756836,16.077035903930664,reshape-2n142,3,-0.1962607176156309,2
117,165.21046648705698,90.00138945076282,15.16798996925354,13.447425365447998,reshape-2n143,4,-0.12794751092104104,2
118,229.10814392552822,108.17979113739682,19.3221222559611,14.953958511352539,reshape-2n144,3,-0.2921075206469511,2
119,245.52798838615297,111.44934650977056,19.024038950602215,16.39077091217041,reshape-2n145,3,-0.16065553307663893,2
120,259.1540963605692,114.90471323173699,16.597728729248047,19.89561557769775,reshape-2n146,2,0.1657594777889915,2
121,408.8654895957035,151.75574830756833,17.25774383544922,30.165224075317383,reshape-2n147,1,0.42789273527822647,2
122,217.44257981694557,105.31352323581926,14.782616138458252,18.621456146240234,reshape-2n148,2,0.20615144044774733,2
